pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4k7p	Y	X	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/17/13	Generation and Characterization of a Unique Reagent that Recognizes a Panel of Recombinant Human Monoclonal Antibody Therapeutics in the Presence of Endogenous Human IgG	MUS MUSCULUS; HOMO SAPIENS	homo sapiens	homo sapiens		Eigenbrot, C., Shia, S.	2.95	X-RAY DIFFRACTION	0.284	0.219	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4k7p	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/17/13	Generation and Characterization of a Unique Reagent that Recognizes a Panel of Recombinant Human Monoclonal Antibody Therapeutics in the Presence of Endogenous Human IgG	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus		Eigenbrot, C., Shia, S.	2.95	X-RAY DIFFRACTION	0.284	0.219	False	True	IGHV9	IGKV12	Kappa	None	None	None	None	None
3qrg	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/17/11	Crystal structure of antiRSVF Fab B21m	HOMO SAPIENS	homo sapiens	homo sapiens		Luo, J., Tsui, P., Lewandowski, F., Spurlino, J., Vecchio, F.D.	1.699	X-RAY DIFFRACTION	0.185	0.161	False	True	IGHV2	IGKV4	Kappa	None	None	None	None	None
6mqr	H	L	0	A	peptide	NA	hiv fusion peptide residue 512-519	IMMUNE SYSTEM	10/10/18	Vaccine-elicited NHP FP-targeting neutralizing antibody 0PV-a.01 in complex with FP (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Wang, Y., Kwong, P.D.	2.45	X-RAY DIFFRACTION	0.209	0.175	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
5vlp	H	L	0	A	protein	NA	proprotein convertase subtilisin/kexin type 9	HYDROLASE	04/25/17	PCSK9 complex with LDLR antagonist peptide and Fab7G7	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Eigenbrot, C., Ultsch, M.	2.9	X-RAY DIFFRACTION	0.209	0.171	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
8tq4	C	D	0	F | E	protein | protein	NA | NA	beta-2-microglobulin | h2 class i histocompatibility antigen d-d alpha chain (h2-dd) 	IMMUNE SYSTEM	02/05/25	Crystal structure of Fab M142 in complex with MHC-I (H2-Dd)	Mus musculus; Rattus norvegicus; SYNTHETIC CONSTRUCT	rattus norvegicus	rattus norvegicus	mus musculus | mus musculus	Jiang, J., Natarajan, K., Boyd, L.F., Margulies, D.H.	3.59	X-RAY DIFFRACTION	0.270	0.221	False	True	IGHV8	IGKV14	Kappa	None	None	None	None	None
8tq4	H	L	0	B | A	protein | protein	NA | NA	beta-2-microglobulin | h2 class i histocompatibility antigen d-d alpha chain (h2-dd) 	IMMUNE SYSTEM	02/05/25	Crystal structure of Fab M142 in complex with MHC-I (H2-Dd)	Mus musculus; Rattus norvegicus; SYNTHETIC CONSTRUCT	rattus norvegicus	rattus norvegicus	mus musculus | mus musculus	Jiang, J., Natarajan, K., Boyd, L.F., Margulies, D.H.	3.59	X-RAY DIFFRACTION	0.270	0.221	False	True	IGHV8	IGKV14	Kappa	None	None	None	None	None
8b50	H	L	0	H	Hapten	P0M	(2~{S})-2-azanyl-3-(7-oxidanyl-2-oxidanylidene-chromen-4-yl)propanoic acid	IMMUNE SYSTEM	10/04/23	Crystal structure of a Fab fragment in complex with L-hydroxycoumarylalanine	Mus musculus	mus musculus	mus musculus	mus musculus	Meining, W., Eichinger, A., Skerra, A.	1.67	X-RAY DIFFRACTION	0.221	0.191	False	True	IGHV14	IGKV2	Kappa	None	None	None	None	None
7bh8	G	H	0	A | P	protein | peptide	NA | NA	hla class i histocompatibility antigen, alpha chain e | vl9 leader peptide	IMMUNE SYSTEM	01/10/21	3H4-Fab HLA-E-VL9 co-complex	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens | homo sapiens	Walters, L.C., Rozbesky, D.	1.8	X-RAY DIFFRACTION	0.232	0.195	False	True	IGHV1	IGKV14	Kappa	None	None	None	None	None
7bh8	E	F	0	C | Q	protein | peptide	NA | NA	hla class i histocompatibility antigen, alpha chain e | vl9 leader peptide	IMMUNE SYSTEM	01/10/21	3H4-Fab HLA-E-VL9 co-complex	HOMO SAPIENS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens | homo sapiens	Walters, L.C., Rozbesky, D.	1.8	X-RAY DIFFRACTION	0.232	0.195	False	True	IGHV1	IGKV14	Kappa	None	None	None	None	None
6mu3	H	L	0	H	carbohydrate	BMA	polysaccharide	IMMUNE SYSTEM	10/22/18	Anti-HIV-1 Fab 2G12 + Man7 re-refinement	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wilson, I.A., Calarese, D.A., Stanfield, R.L.	2.327	X-RAY DIFFRACTION	0.235	0.201	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
6mu3	M	K	0	M	carbohydrate	BMA	polysaccharide	IMMUNE SYSTEM	10/22/18	Anti-HIV-1 Fab 2G12 + Man7 re-refinement	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wilson, I.A., Calarese, D.A., Stanfield, R.L.	2.327	X-RAY DIFFRACTION	0.235	0.201	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
2hmi	D	C	0	B	protein	NA	hisubunit of v-1 reverse transcriptase	IMMUNE SYSTEM/DNA	04/10/98	HIV-1 REVERSE TRANSCRIPTASE/FRAGMENT OF FAB 28/DNA COMPLEX	HUMAN IMMUNODEFICIENCY VIRUS 1; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Ding, J., Das, K., Hsiou, Y., Sarafianos, S.G., Clark Jr., A.D., Jacobo-Molina, A., Tantillo, C., Hughes, S.H., Arnold, E.	2.8	X-RAY DIFFRACTION	0.352	0.271	False	False	IGHV8	IGKV10	Kappa	None	None	None	None	None
4yue	H	L	0	C	protein	NA	interleukin-2	CYTOKINE/IMMUNE SYSTEM	03/18/15	Mouse IL-2 Bound to S4B6 Fab Fragment	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Spangler, J.B., Jude, K.M., Garcia, K.C.	2.194	X-RAY DIFFRACTION	0.231	0.203	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
6dzr	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/05/18	Crystal structure of h38C2 K99R mutation	HOMO SAPIENS	homo sapiens	homo sapiens		Park, H., Rader, C.	2.4	X-RAY DIFFRACTION	0.228	0.182	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
6x7w	A	C	0	D	peptide	NA	hiv fusion peptide 512-519	IMMUNE SYSTEM/VIRAL PROTEIN	05/30/20	Vaccine-elicited mouse FP-targeting neutralizing antibody vFP49.02 in complex with HIV fusion peptide (residue 512-519)	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Xu, K., Kwong, P.D.	1.7	X-RAY DIFFRACTION	0.248	0.214	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
6x7w	H	L	0	G	peptide	NA	hiv fusion peptide 512-519	IMMUNE SYSTEM/VIRAL PROTEIN	05/30/20	Vaccine-elicited mouse FP-targeting neutralizing antibody vFP49.02 in complex with HIV fusion peptide (residue 512-519)	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	human immunodeficiency virus 1	Xu, K., Kwong, P.D.	1.7	X-RAY DIFFRACTION	0.248	0.214	False	True	IGHV5	IGKV5	Kappa	None	None	None	None	None
43ca	D	C	0	C	Hapten	NPO	P-NITROPHENOL	IMMUNOGLOBULIN	03/10/99	CRYSTALLOGRAPHIC STRUCTURE OF THE ESTEROLYTIC AND AMIDOLYTIC 43C9 ANTIBODY WITH BOUND P-NITROPHENOL	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Thayer, M.M., Getzoff, E.D., Roberts, V.A.	2.3	X-RAY DIFFRACTION	0.259	0.206	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
43ca	B	A	0	A	Hapten	NPO	P-NITROPHENOL	IMMUNOGLOBULIN	03/10/99	CRYSTALLOGRAPHIC STRUCTURE OF THE ESTEROLYTIC AND AMIDOLYTIC 43C9 ANTIBODY WITH BOUND P-NITROPHENOL	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Thayer, M.M., Getzoff, E.D., Roberts, V.A.	2.3	X-RAY DIFFRACTION	0.259	0.206	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
43ca	F	E	0	E	Hapten	NPO	P-NITROPHENOL	IMMUNOGLOBULIN	03/10/99	CRYSTALLOGRAPHIC STRUCTURE OF THE ESTEROLYTIC AND AMIDOLYTIC 43C9 ANTIBODY WITH BOUND P-NITROPHENOL	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Thayer, M.M., Getzoff, E.D., Roberts, V.A.	2.3	X-RAY DIFFRACTION	0.259	0.206	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
43ca	H	G	0	G	Hapten	NPO	P-NITROPHENOL	IMMUNOGLOBULIN	03/10/99	CRYSTALLOGRAPHIC STRUCTURE OF THE ESTEROLYTIC AND AMIDOLYTIC 43C9 ANTIBODY WITH BOUND P-NITROPHENOL	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Thayer, M.M., Getzoff, E.D., Roberts, V.A.	2.3	X-RAY DIFFRACTION	0.259	0.206	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
5od0	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/04/17	Crystal structure of ACPA E4	HOMO SAPIENS	homo sapiens	homo sapiens		Dobritzsch, D., Ge, C., Holmdahl, R.	1.8	X-RAY DIFFRACTION	0.213	0.170	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
5kan	H	L	0	B | C	protein | protein	NA | NA	hemagglutinin ha2 | hemagglutinin ha1	IMMUNE SYSTEM	06/01/16	Crystal structure of multidonor HV1-18-class broadly neutralizing Influenza A antibody 16.g.07 in complex with A/Hong Kong/1-4-MA21-1/1968 (H3N2) Hemagglutinin	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Joyce, M.G., Thomas, P.V., Wheatley, A.K., McDermott, A.B., Mascola, J.R., Kwong, P.D.	2.785	X-RAY DIFFRACTION	0.243	0.218	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5kan	J	K	0	F | A	protein | protein	NA | NA	hemagglutinin ha2 | hemagglutinin ha1	IMMUNE SYSTEM	06/01/16	Crystal structure of multidonor HV1-18-class broadly neutralizing Influenza A antibody 16.g.07 in complex with A/Hong Kong/1-4-MA21-1/1968 (H3N2) Hemagglutinin	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Joyce, M.G., Thomas, P.V., Wheatley, A.K., McDermott, A.B., Mascola, J.R., Kwong, P.D.	2.785	X-RAY DIFFRACTION	0.243	0.218	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5kan	G	I	0	D | E	protein | protein	NA | NA	hemagglutinin ha2 | hemagglutinin ha1	IMMUNE SYSTEM	06/01/16	Crystal structure of multidonor HV1-18-class broadly neutralizing Influenza A antibody 16.g.07 in complex with A/Hong Kong/1-4-MA21-1/1968 (H3N2) Hemagglutinin	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Joyce, M.G., Thomas, P.V., Wheatley, A.K., McDermott, A.B., Mascola, J.R., Kwong, P.D.	2.785	X-RAY DIFFRACTION	0.243	0.218	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5wn9	H	H	0	A	peptide	NA	major surface glycoprotein g	VIRAL PROTEIN/IMMUNE SYSTEM	07/31/17	Structure of antibody 2D10 bound to the central conserved region of RSV G	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens		human respiratory syncytial virus a (straina2) 	Fedechkin, S.O., George, N.L., Wolff, J.T., Kauvar, L.M., DuBois, R.M.	1.551	X-RAY DIFFRACTION	0.185	0.169	True	True	unknown	unknown	unknown	None	None	None	None	None
9kef	H	L	0	A	protein	NA	rabv-g	VIRAL PROTEIN	04/23/25	Crystal strucutre of RABV-G in complex with SOJB-Fab complex	Homo sapiens; Rabies virus CVS-11	homo sapiens	homo sapiens	rabies virus cvs-11	Lu, G., Yang, F., Lin, S.	3.4	X-RAY DIFFRACTION	0.264	0.217	False	True	IGHV2	IGLV3	Lambda	None	None	None	None	None
9bjh	H	L	0	A	protein	NA	apical membrane antigen 1	STRUCTURAL PROTEIN	03/12/25	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Patel, P.N., Tang, W.K., Tolia, N.H.	2.8	X-RAY DIFFRACTION	0.253	0.211	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
9bjh	I	M	0	B	protein	NA	apical membrane antigen 1	STRUCTURAL PROTEIN	03/12/25	Crystal structure of neutralizing human monoclonal antibody 75C8 in complex with AMA1 DI-DII	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Patel, P.N., Tang, W.K., Tolia, N.H.	2.8	X-RAY DIFFRACTION	0.253	0.211	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
8sj4	H	L	0	A	protein	NA	conglutin	IMMUNE SYSTEM	12/25/24	8F3-1H9-Ara h 6	Arachis hypogaea; Homo sapiens	homo sapiens	homo sapiens	arachis hypogaea	Spiller, B.W., Shrem, R.A.	2.67	X-RAY DIFFRACTION	0.232	0.190	False	True	IGHV7	IGKV1	Kappa	None	None	None	None	None
8sj4	F	D	0	A	protein	NA	conglutin	IMMUNE SYSTEM	12/25/24	8F3-1H9-Ara h 6	Arachis hypogaea; Homo sapiens	homo sapiens	homo sapiens	arachis hypogaea	Spiller, B.W., Shrem, R.A.	2.67	X-RAY DIFFRACTION	0.232	0.190	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
8f7z	E	F	0	L	peptide	NA	hiv-1 env fusion peptide	VIRAL PROTEIN	11/01/23	VRC34.01_mm28 bound to fusion peptide	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Olia, A.S., Kwong, P.D.	2.7	X-RAY DIFFRACTION	0.243	0.211	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8f7z	A	B	0	I	peptide	NA	hiv-1 env fusion peptide	VIRAL PROTEIN	11/01/23	VRC34.01_mm28 bound to fusion peptide	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Olia, A.S., Kwong, P.D.	2.7	X-RAY DIFFRACTION	0.243	0.211	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8f7z	C	D	0	K	peptide	NA	hiv-1 env fusion peptide	VIRAL PROTEIN	11/01/23	VRC34.01_mm28 bound to fusion peptide	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Olia, A.S., Kwong, P.D.	2.7	X-RAY DIFFRACTION	0.243	0.211	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8f7z	G	H	0	M	peptide	NA	hiv-1 env fusion peptide	VIRAL PROTEIN	11/01/23	VRC34.01_mm28 bound to fusion peptide	Homo sapiens; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Olia, A.S., Kwong, P.D.	2.7	X-RAY DIFFRACTION	0.243	0.211	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3mlt	H	L	0	P	peptide	NA	hiv-1 gp120 third variable region (v3) crown	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 2557 in complex with a UG1033 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kong, X.-P.	2.49	X-RAY DIFFRACTION	0.280	0.202	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None
3mlt	I	G	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 2557 in complex with a UG1033 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens		Kong, X.-P.	2.49	X-RAY DIFFRACTION	0.280	0.202	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None
3mlt	E	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 2557 in complex with a UG1033 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens		Kong, X.-P.	2.49	X-RAY DIFFRACTION	0.280	0.202	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None
3mlt	B	A	0	C	peptide	NA	hiv-1 gp120 third variable region (v3) crown	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 2557 in complex with a UG1033 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kong, X.-P.	2.49	X-RAY DIFFRACTION	0.280	0.202	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None
4f9l	D	D	0	A	protein	NA	butyrophilin subfamily 3 member a1	IMMUNE SYSTEM	05/18/12	Crystal Structure of the Human BTN3A1 Ectodomain in Complex with the 20.1 Single Chain Antibody	HOMO SAPIENS; MUS MUSCULUS		mus musculus	homo sapiens	Palakodeti, A., Sandstrom, A., Sundaresan, L., Harly, C., Nedellec, S., Olive, D., Scotet, E., Bonneville, M., Adams, E.J.	3.1404	X-RAY DIFFRACTION	0.303	0.254	True	True	unknown	unknown	unknown	None	None	None	None	None
4f9l	C	C	0	B	protein	NA	butyrophilin subfamily 3 member a1	IMMUNE SYSTEM	05/18/12	Crystal Structure of the Human BTN3A1 Ectodomain in Complex with the 20.1 Single Chain Antibody	HOMO SAPIENS; MUS MUSCULUS		mus musculus	homo sapiens	Palakodeti, A., Sandstrom, A., Sundaresan, L., Harly, C., Nedellec, S., Olive, D., Scotet, E., Bonneville, M., Adams, E.J.	3.1404	X-RAY DIFFRACTION	0.303	0.254	True	True	unknown	unknown	unknown	None	None	None	None	None
6a77	H	L	0	A	protein	NA	roundabout homolog 1	IMMUNE SYSTEM	07/02/18	Crystal structure of the fifth immunoglobulin domain (Ig5) of human Robo1 in complex with the Fab fragment of murine monoclonal antibody B5209B	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Mizohata, E., Nakayama, T., Kado, Y., Inoue, T.	2.0	X-RAY DIFFRACTION	0.278	0.238	False	True	IGHV5	IGKV12	Kappa	None	None	None	None	None
5dmi	H	L	0	A	protein	NA	tumor necrosis factor receptor superfamily member 5	IMMUNE SYSTEM/SIGNALING PROTEIN	09/08/15	Structure of the extracellular domain of the CD40 in complex with CHI220 FAB	HOMO SAPIENS; MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens	homo sapiens	Sheriff, S.	3.69	X-RAY DIFFRACTION	0.207	0.168	False	True	IGHV9	IGKV5	Kappa	None	None	None	None	None
1zan	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/06/05	Crystal structure of anti-NGF AD11 Fab	RATTUS NORVEGICUS	rattus norvegicus	rattus norvegicus		Covaceuszach, S., Cattaneo, A., Cassetta, A., Lamba, D.	1.7	X-RAY DIFFRACTION	0.242	0.196	False	True	IGHV2	IGKV12	Kappa	None	None	None	None	None
6c08	D	E	0	F	protein	NA	sodium-coupled neutral amino acid transporter 9	MEMBRANE PROTEIN	12/28/17	Zebrafish SLC38A9 with arginine bound in the cytosol open state	DANIO RERIO; MUS MUSCULUS	mus musculus	mus musculus	danio rerio	Lei, H.-T., Gonen, T.	3.17	X-RAY DIFFRACTION	0.286	0.267	False	False	unknown	unknown	unknown	None	None	None	None	None
6c08	A	B	0	C	protein	NA	sodium-coupled neutral amino acid transporter 9	MEMBRANE PROTEIN	12/28/17	Zebrafish SLC38A9 with arginine bound in the cytosol open state	DANIO RERIO; MUS MUSCULUS	mus musculus	mus musculus	danio rerio	Lei, H.-T., Gonen, T.	3.17	X-RAY DIFFRACTION	0.286	0.267	False	False	unknown	unknown	unknown	None	None	None	None	None
4f2m	C	D	0	F	protein	NA	spike protein	VIRAL PROTEIN/IMMUNE SYSTEM	05/08/12	Crystal structure of a TGEV coronavirus Spike fragment in complex with the TGEV neutralizing monoclonal antibody 1AF10	TGEV VIRULENT PURDUE; MUS MUSCULUS	mus musculus	mus musculus	tgev virulent purdue	Reguera, J., Santiago, C., Mudgal, G., Ordono, D., Enjuanes, L., Casasnovas, J.M.	3.0	X-RAY DIFFRACTION	0.251	0.216	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
4f2m	A	B	0	E	protein	NA	spike protein	VIRAL PROTEIN/IMMUNE SYSTEM	05/08/12	Crystal structure of a TGEV coronavirus Spike fragment in complex with the TGEV neutralizing monoclonal antibody 1AF10	TGEV VIRULENT PURDUE; MUS MUSCULUS	mus musculus	mus musculus	tgev virulent purdue	Reguera, J., Santiago, C., Mudgal, G., Ordono, D., Enjuanes, L., Casasnovas, J.M.	3.0	X-RAY DIFFRACTION	0.251	0.216	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
6pis	I	M	0	A	protein	NA	potassium channel subfamily k member 4	ION TRANSPORT, MEMBRANE PROTEIN	06/27/19	Mouse two pore domain K+ channel TRAAK (K2P4.1) - Fab complex structure	MUS MUSCULUS; CRICETULUS MIGRATORIUS	cricetulus migratorius	cricetulus migratorius	mus musculus	Brohawn, S.G.	2.77	X-RAY DIFFRACTION	0.286	0.248	False	False	IGHV3	IGKV22	Kappa	None	None	None	None	None
6pis	H	L	0	B	protein	NA	potassium channel subfamily k member 4	ION TRANSPORT, MEMBRANE PROTEIN	06/27/19	Mouse two pore domain K+ channel TRAAK (K2P4.1) - Fab complex structure	MUS MUSCULUS; CRICETULUS MIGRATORIUS	cricetulus migratorius	cricetulus migratorius	mus musculus	Brohawn, S.G.	2.77	X-RAY DIFFRACTION	0.286	0.248	False	False	IGHV3	IGKV22	Kappa	None	None	None	None	None
4qti	H	L	0	U	protein	NA	urokinase plasminogen activator surface receptor	IMMUNE SYSTEM	07/08/14	Crystal structure of human uPAR in complex with anti-uPAR Fab 8B12	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Zhao, B., Yuan, C., Luo, Z., Huang, M.	3.0	X-RAY DIFFRACTION	0.296	0.250	False	False	IGHV1	IGKV9	Kappa	None	None	None	None	None
1fn4	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/21/00	CRYSTAL STRUCTURE OF FAB198, AN EFFICIENT PROTECTOR OF ACETYLCHOLINE RECEPTOR AGAINST MYASTHENOGENIC ANTIBODIES	RATTUS NORVEGICUS	rattus norvegicus	rattus norvegicus		Poulas, K., Eliopoulos, E., Vatzaki, E., Navaza, J., Kontou, M.	2.8	X-RAY DIFFRACTION	0.294	0.198	False	False	IGHV2	IGKV22	Kappa	None	None	None	None	None
1fn4	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/21/00	CRYSTAL STRUCTURE OF FAB198, AN EFFICIENT PROTECTOR OF ACETYLCHOLINE RECEPTOR AGAINST MYASTHENOGENIC ANTIBODIES	RATTUS NORVEGICUS	rattus norvegicus	rattus norvegicus		Poulas, K., Eliopoulos, E., Vatzaki, E., Navaza, J., Kontou, M.	2.8	X-RAY DIFFRACTION	0.294	0.198	False	False	IGHV2	IGKV22	Kappa	None	None	None	None	None
6ubi	D	E	0	F	peptide	NA	hiv fusion peptide 512-519	IMMUNE SYSTEM/VIRAL PROTEIN	09/11/19	N123-VRC34.05 HIV neutralizing antibody in complex with HIV fusion peptide residue 512-519	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	1.903	X-RAY DIFFRACTION	0.288	0.237	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
6ubi	A	B	0	C	peptide	NA	hiv fusion peptide 512-519	IMMUNE SYSTEM/VIRAL PROTEIN	09/11/19	N123-VRC34.05 HIV neutralizing antibody in complex with HIV fusion peptide residue 512-519	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	1.903	X-RAY DIFFRACTION	0.288	0.237	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
6h5n	C	B	0	A	protein	NA	gametocyte surface protein p45/48	CELL INVASION	07/25/18	Plasmodium falciparum Pfs48/45 C-terminal domain bound to monoclonal antibody 85RF45.1	PLASMODIUM FALCIPARUM; RATTUS NORVEGICUS	rattus norvegicus	rattus norvegicus	plasmodium falciparum	Lennartz, F., Higgins, M.K.	3.23	X-RAY DIFFRACTION	0.282	0.261	False	True	IGHV5	IGLV3	Lambda	None	None	None	None	None
6h5n	F	E	0	D	protein	NA	gametocyte surface protein p45/48	CELL INVASION	07/25/18	Plasmodium falciparum Pfs48/45 C-terminal domain bound to monoclonal antibody 85RF45.1	PLASMODIUM FALCIPARUM; RATTUS NORVEGICUS	rattus norvegicus	rattus norvegicus	plasmodium falciparum	Lennartz, F., Higgins, M.K.	3.23	X-RAY DIFFRACTION	0.282	0.261	False	True	IGHV5	IGLV3	Lambda	None	None	None	None	None
1qfw	I	M	0	B	protein	NA	gonadotrophin beta subunit	IMMUNE SYSTEM	04/15/99	TERNARY COMPLEX OF HUMAN CHORIONIC GONADOTROPIN WITH FV ANTI ALPHA SUBUNIT AND FV ANTI BETA SUBUNIT	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Tegoni, M., Spinelli, S., Cambillau, C.	3.5	X-RAY DIFFRACTION	0.310	0.260	False	True	IGHV5	IGKV6	Kappa	None	None	None	None	None
1qfw	H	L	0	A	protein	NA	gonadotropin alpha subunit	IMMUNE SYSTEM	04/15/99	TERNARY COMPLEX OF HUMAN CHORIONIC GONADOTROPIN WITH FV ANTI ALPHA SUBUNIT AND FV ANTI BETA SUBUNIT	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Tegoni, M., Spinelli, S., Cambillau, C.	3.5	X-RAY DIFFRACTION	0.310	0.260	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
